Năm Dữ Liệu (Year),Miền (Region),Vùng Kinh Tế (Zone),Tỉnh/Thành Phố (City),Mức Giá (Price),Diện Tích (Area),Địa Chỉ Chi Tiết (Address)
2024,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,10.98 tỷ,133.2m²,"Dự án Jamona Golden Silk, Đường Bùi Văn Ba, Phường Tân Thuận Đông, Quận 7, Hồ Chí Minh"
2024,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,1.38 tỷ,31m²,"Dự án Smartel Signial, Đường Hoàng Quốc Việt, Phường Phú Thuận, Quận 7, Hồ Chí Minh"
2024,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,908 triệu,120m²,"Đường Trần Văn Giàu, Xã Lê Minh Xuân, Bình Chánh, Hồ Chí Minh"
2024,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,5.17 tỷ,126m²,"Phường An Phú Đông, Quận 12, Hồ Chí Minh"
2024,Miền Nam,Đông Nam Bộ,Bà Rịa - Vũng Tàu,402 triệu,125m²,"Đường Mỹ Xuân - Ngãi Giao, Xã Hắc Dịch, Phú Mỹ, Bà Rịa Vũng Tàu"
2024,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,1.84 tỷ,60m²,"Dự án Topaz Elite, Đường Cao Lỗ, Phường 4, Quận 8, Hồ Chí Minh"
2024,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,11.15 tỷ,90m²,"Đường 28, Phường Bình Trị Đông B, Bình Tân, Hồ Chí Minh"
2024,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,2.01 tỷ,73m²,"Dự án City Gate Towers, số 1648 Đường Võ Văn Kiệt, Phường 16, Quận 8, Hồ Chí Minh"
2024,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,2.99 tỷ,Không xác định,"Đường Hà Huy Giáp, Phường Thạnh Xuân, Quận 12, Hồ Chí Minh"
2024,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,3.91 tỷ,79m²,"Dự án Diamond Lotus, Đường Lê Quang Kim, Phường 8, Quận 8, Hồ Chí Minh"
2024,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,1.47 tỷ,80m²,"Dự án KDC Tân Thạnh Đông, Củ Chi, Hồ Chí Minh"
2024,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,3.97 tỷ,47m²,"Đường Trần Văn Ơn, Phường Tân Sơn Nhì, Tân Phú, Hồ Chí Minh"
2024,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,3.97 tỷ,70m²,"Dự án Masteri An Phú, Quận 2, Hồ Chí Minh"
2024,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,Thỏa thuận,Không xác định,"Dự án The Estella, Quận 2, Hồ Chí Minh"
2024,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,4.14 tỷ,118m²,"Dự án The ParkLand, Đường Nguyễn Thị Búp, Phường Hiệp Thành, Quận 12, Hồ Chí Minh"
2024,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,65 triá»‡u/mÂ²,71mÂ²,"Dá»± Ã¡n Paris HoÃ ng Kim, Phá»‘ LÆ°Æ¡ng Ä�á»‹nh Cá»§a, PhÆ°á»�ng BÃ¬nh KhÃ¡nh, Quáº­n 2, Hồ Chí Minh"
2024,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,885 triệu,40m²,"Đường Đinh Đức Thiện, Bình Chánh, Hồ Chí Minh"
2024,Miền Nam,Đông Nam Bộ,Bà Rịa - Vũng Tàu,8 triệu/m²,100m²,"Đường Quốc Lộ 51, Xã Tân Hải, Phú Mỹ, Bà Rịa Vũng Tàu"
2024,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,Thỏa thuận,80m²,"Đường Bình Mỹ, Xã Bình Mỹ, Củ Chi, Hồ Chí Minh"
2024,Miền Nam,Đông Nam Bộ,Bình Dương,4.37 tỷ,105m²,"Dự án Uni-town, Đường Đại Lộ Bình Dương, Phường Hòa Phú, Thủ Dầu Một, Bình Dương"
2024,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,4.94 tỷ,80m²,"Dự án Xi Grand Court, 256-258, Lý Thường Kiệt, Phường 14, Quận 10, Hồ Chí Minh"
2024,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,10 triệu/m²,149.9m²,"Đường Ba Sa, Xã Phước Hiệp, Củ Chi, Hồ Chí Minh"
2024,Miền Nam,Đông Nam Bộ,TP. Hồ Chí Minh,598 triệu,100m²,"Xã Tân Phú Trung, Củ Chi, Hồ Chí Minh"
2024,Miền Nam,Đồng bằng sông Cửu Long,Long An,1.55 tỷ,114m²,"Dự án KDC Tân Đô, Đường 10A, Đức Hòa, Long An"
2024,Miền Nam,Đồng bằng sông Cửu Long,Long An,1.55 tỷ,114m²,"Dự án KDC Tân Đô, Đường Tỉnh Lộ 10, Đức Hòa, Long An"
2024,Miền Nam,Đồng bằng sông Cửu Long,Kiên Giang,7.82 tỷ,Không xác định,"Dự án Sonasea Villas & Resort, Xã Dương Tơ, Phú Quốc, Kiên Giang"
2024,Miền Nam,Đồng bằng sông Cửu Long,Long An,918 triệu,100m²,"Dự án Hải Sơn, Đường Tỉnh Lộ 10, Xã Đức Hoà Đông, Đức Hòa, Long An"
2024,Miền Nam,Đồng bằng sông Cửu Long,Kiên Giang,Thỏa thuận,42m²,"Dự án Movenpick Resort Phú Quốc, Phú Quốc, Kiên Giang"
2024,Miền Nam,Đồng bằng sông Cửu Long,Kiên Giang,19.55 tỷ,300m²,"Dự án Sonasea Villas & Resort, Xã Dương Tơ, Phú Quốc, Kiên Giang"
2024,Miền Nam,Đồng bằng sông Cửu Long,Long An,1.61 tỷ,105m²,"Dự án KDC Tân Đô, Đường Trần Văn Giàu, Đức Hòa, Long An"
2024,Miền Nam,Đồng bằng sông Cửu Long,Kiên Giang,138.0 tỷ,1000m²,"Đường Trần Hưng Đạo, Thị trấn Dương Đông, Phú Quốc, Kiên Giang"
2024,Miền Nam,Đồng bằng sông Cửu Long,Vĩnh Long,Thỏa thuận,100m²,"Dự án Vĩnh Long New Town, Vĩnh Long, Vĩnh Long"
2024,Miền Nam,Đồng bằng sông Cửu Long,Vĩnh Long,Thỏa thuận,100m²,"Dự án Vĩnh Long New Town, Phường 5, Vĩnh Long, Vĩnh Long"
2024,Miền Nam,Đồng bằng sông Cửu Long,Long An,13.5 triệu/m²,100m²,"Dự án T&T Long Hậu, Xã Long Hậu, Cần Giuộc, Long An"
2024,Miền Nam,Đồng bằng sông Cửu Long,Kiên Giang,Thỏa thuận,252m²,"Dự án Wyndham Garden Phú Quốc, Đường Bãi Trường, Xã Dương Tơ, Phú Quốc, Kiên Giang"
2024,Miền Nam,Đồng bằng sông Cửu Long,Long An,1.84 tỷ,150m²,"Đường 824, Xã Đức Hoà Hạ, Đức Hòa, Long An"
2024,Miền Nam,Đồng bằng sông Cửu Long,Long An,918 triệu,100m²,"Dự án Hải Sơn, Đường Hải Sơn - Tân Đức, Xã Đức Hoà Hạ, Đức Hòa, Long An"
2024,Miền Nam,Đồng bằng sông Cửu Long,Long An,828 triệu,80m²,"Dự án KDC Tân Đô, Đường Tỉnh Lộ 10, Thị trấn Đức Hòa, Đức Hòa, Long An"
2024,Miền Nam,Đồng bằng sông Cửu Long,Long An,828 triệu,115m²,"Dự án E.City Tân Đức, Đường Tỉnh lộ 9, Xã Đức Hoà Hạ, Đức Hòa, Long An"
2024,Miền Nam,Đồng bằng sông Cửu Long,Long An,1115 triệu,80m²,"Đường Quốc Lộ 50, Xã Tân Kim, Cần Giuộc, Long An"
2024,Miền Nam,Đồng bằng sông Cửu Long,Long An,908 triệu,100m²,"Đường 835, Xã Phước Lợi, Bến Lức, Long An"
2024,Miền Nam,Đồng bằng sông Cửu Long,Long An,4.46 tỷ,112.5m²,"Dự án Long Phú Residence, Đường Quốc lộ 1A, Thị trấn Bến Lức, Bến Lức, Long An"
2024,Miền Nam,Đồng bằng sông Cửu Long,Long An,15 triệu/m²,100m²,"Thị trấn Đức Hòa, Đức Hòa, Long An"
2024,Miền Nam,Đồng bằng sông Cửu Long,Long An,747 triệu,100m²,"Dự án KDC Tân Đô, Đường Tỉnh Lộ 10, Thị trấn Đức Hòa, Đức Hòa, Long An"
2024,Miền Nam,Đồng bằng sông Cửu Long,Long An,15 triệu/m²,120m²,"Dự án E.City Tân Đức, Đường Tỉnh lộ 824, Xã Hựu Thạnh, Đức Hòa, Long An"
2024,Miền Nam,Đồng bằng sông Cửu Long,Long An,1.67 tỷ,100m²,"Dự án Hải Sơn, Đường Trần Văn Giàu, Xã Đức Hoà Hạ, Đức Hòa, Long An"
2024,Miền Nam,Đồng bằng sông Cửu Long,Long An,1.48 tỷ,120m²,"Dự án Hải Sơn, Đường Tỉnh Lộ 10, Xã Đức Hoà Hạ, Đức Hòa, Long An"
2024,Miền Nam,Đồng bằng sông Cửu Long,Vĩnh Long,962 triệu,90m²,"Dự án Vĩnh Long New Town, Vĩnh Long, Vĩnh Long"
2024,Miền Nam,Đồng bằng sông Cửu Long,Kiên Giang,4.5 triệu/m²,57583m²,"Đường Búng Gội, Xã Cửa Dương, Phú Quốc, Kiên Giang"
2024,Miền Nam,Đồng bằng sông Cửu Long,Kiên Giang,10.81 tỷ,104m²,"182, Đường Trần Phú, Thị trấn Dương Đông, Phú Quốc, Kiên Giang"
2024,Miền Nam,Đồng bằng sông Cửu Long,Kiên Giang,10.3 triệu/m²,2200m²,"Đường Trần Hưng Đạo, Thị trấn Dương Đông, Phú Quốc, Kiên Giang"
2024,Miền Nam,Đồng bằng sông Cửu Long,Long An,15 triệu/m²,Không xác định,"Dự án Hải Sơn, Đường Hải Sơn, Xã Đức Hoà Đông, Đức Hòa, Long An"
2024,Miền Nam,Đồng bằng sông Cửu Long,Long An,4.31 tỷ,128m²,"Dự án Bella Villa, Đường Tỉnh lộ 824, Đức Hòa, Long An"
2024,Miền Nam,Đồng bằng sông Cửu Long,Kiên Giang,Thỏa thuận,120m²,"Dự án Phú Quốc Marina, Phú Quốc, Kiên Giang"
2024,Miền Nam,Đồng bằng sông Cửu Long,Long An,3.31 tỷ,82.5m²,"Dự án Long Phú Residence, Đường Quốc lộ 1A, Thị trấn Bến Lức, Bến Lức, Long An"
2024,Miền Nam,Đồng bằng sông Cửu Long,Long An,12 triệu/m²,70m²,"Dự án Lago Centro, Đường Vành Đai 4, Xã Lương Bình, Bến Lức, Long An"
2024,Miền Nam,Đồng bằng sông Cửu Long,Long An,1.15 tỷ,125m²,"Dự án E.City Tân Đức, Đức Hòa, Long An"
2024,Miền Nam,Đồng bằng sông Cửu Long,Long An,918 triệu,100m²,"Xã Đức Hoà Hạ, Đức Hòa, Long An"
2024,Miền Nam,Đồng bằng sông Cửu Long,Long An,2.76 tỷ,120m²,"Dự án Bella Villa, Đường Tỉnh lộ 824, Đức Hòa, Long An"
2024,Miền Nam,Đồng bằng sông Cửu Long,Long An,918 triệu,125m²,"Dự án Hải Sơn, Đường Tỉnh Lộ 10, Xã Đức Hoà Đông, Đức Hòa, Long An"
2024,Miền Nam,Đồng bằng sông Cửu Long,Long An,1.67 tỷ,130m²,"Dự án KDC Tân Đô, Đường Tỉnh Lộ 10, Đức Hòa, Long An"
2024,Miền Nam,Đồng bằng sông Cửu Long,Long An,15 triệu/m²,120m²,"Dự án E.City Tân Đức, Đường Tỉnh lộ 9, Thị trấn Đức Hòa, Đức Hòa, Long An"
2024,Miền Nam,Đồng bằng sông Cửu Long,Vĩnh Long,1058 triệu,90m²,"Dự án Vĩnh Long New Town, Đường Số 1, Phường 5, Vĩnh Long, Vĩnh Long"
2024,Miền Nam,Đồng bằng sông Cửu Long,Long An,1.55 tỷ,130m²,"Dự án KDC Tân Đô, Đường Tỉnh Lộ 10, Đức Hòa, Long An"
2024,Miền Nam,Đồng bằng sông Cửu Long,Kiên Giang,7.47 tỷ,156m²,"Đường Trần Hưng Đạo, Thị trấn Dương Đông, Phú Quốc, Kiên Giang"
2024,Miền Trung,Bắc Trung Bộ,Thừa Thiên Huế,1.88,KhÃ´ng xÃ¡c Ä‘á»‹nh,"Ä�Æ°á»�ng Tá»‘ Há»¯u, Huáº¿, Thừa Thiên Huế"
2024,Miền Trung,Bắc Trung Bộ,Quảng Trị,Thỏa thuận,Không xác định,"Đông Hà, Quảng Trị"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,Thỏa thuận,500m²,"Vạn Ninh, Khánh Hòa"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,1008 triệu,1000m²,"Đường 715, Xã Thiện Nghiệp, Phan Thiết, Bình Thuận"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,58 triệu/m²,247.72m²,"Phố Đặng Tất, Phường Vĩnh Hải, Nha Trang, Khánh Hòa"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,1.85 triệu/m²,2000m²,"Đường Võ Nguyên Giáp, Xã Thiện Nghiệp, Phan Thiết, Bình Thuận"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,Thỏa thuận,58m²,"Dự án VCN Phước Hải, Phường Phước Hải, Nha Trang, Khánh Hòa"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,2.69 tỷ,120m²,"Dự án KN Paradise Cam Ranh, Cam Ranh, Khánh Hòa"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,Thỏa thuận,100m²,"Dự án Hamubay, Phường Đức Long, Phan Thiết, Bình Thuận"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,Thỏa thuận,1000m²,"Đường Huỳnh Thúc Kháng, Phường Mũi Né, Phan Thiết, Bình Thuận"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,Thỏa thuận,70m²,"Dự án VCN Phước Hải, Phường Phước Hải, Nha Trang, Khánh Hòa"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,Thỏa thuận,45m²,"Dự án Scenia Bay Nha Trang, Số 25 - 26 Đường Phạm Văn Đồng, Nha Trang, Khánh Hòa"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,3.75 tỷ,79.1m²,"Kiệt ôtô 45, Phố Tôn Đức Thắng, Liên Chiểu, Đà Nẵng"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Bình Định,4.98 tỷ,216m²,"Dự án FLC Quy Nhơn, Quy Nhơn, Bình Định"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,41.44 tỷ,1451m²,"Đường Hòa Bình, Phường Hàm Tiến, Phan Thiết, Bình Thuận"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Bình Định,20 triệu/m²,126m²,"Dự án Khu đô thị sinh thái Nhơn Hội, Quy Nhơn, Bình Định"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,Thỏa thuận,100m²,"Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Bình Định,1.55 tỷ,80m²,"Quy Nhơn, Bình Định"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,Thỏa thuận,70m²,"Số 61 Đường Vũ Trọng Phụng, Phường Hòa Cường Nam, Hải Châu, Đà Nẵng"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,15.9 triệu/m²,266m²,"Dự án Sunny Villa, Đường 706B, Phường Mũi Né, Phan Thiết, Bình Thuận"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,5.54 tỷ,109.7m²,"Đường Thủ Khoa Huân, Phường Phú Thủy, Phan Thiết, Bình Thuận"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,18 triệu/m²,1000m²,"Đường Nguyễn Đình Chiểu, Phường Hàm Tiến, Phan Thiết, Bình Thuận"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Bình Định,15 triệu/m²,90m²,"Dự án Khu đô thị sinh thái Nhơn Hội, Đường Quốc Lộ 19B, Xã Nhơn Hội, Quy Nhơn, Bình Định"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,Thỏa thuận,165m²,"Đường Nguyễn Tất Thành, Phường Hòa Minh, Liên Chiểu, Đà Nẵng"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,12.5 triệu/m²,400m²,"Dự án Diamond Bay Phan Thiết, Đường Võ Nguyên Giáp, Phường Phú Hài, Phan Thiết, Bình Thuận"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,22.4 tỷ,638m²,"Đường Nguyễn Đình Chiểu, Phan Thiết, Bình Thuận"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Phú Yên,Thỏa thuận,154m²,"Tuy Hòa, Phú Yên"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,420 triệu,105m²,"Đường Quốc lộ 1A, Cam Lâm, Khánh Hòa"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,554.4,1000mÂ²,"Ä�Æ°á»�ng 715, XÃ£ Thiá»‡n Nghiá»‡p, Phan Thiáº¿t, Bình Thuận"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,5.8 triệu/m²,3450m²,"Đường ĐT 716, Phường Mũi Né, Phan Thiết, Bình Thuận"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,10 triệu/m²,108m²,"Dự án Golden Bay, Đường Nguyễn Tất Thành, Cam Ranh, Khánh Hòa"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,2.46 tỷ,108m²,"Dự án Golden Bay, Cam Ranh, Khánh Hòa"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,1.57 tỷ,120m²,"Dự án Golden Hills City, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,1.12 tỷ,168m²,"Dự án Golden Bay, Cam Ranh, Khánh Hòa"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,13.44 tỷ,154m²,"Dự án The Arena Cam Ranh, Đường Nguyễn Tất Thành, Cam Ranh, Khánh Hòa"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,341 triệu,150m²,"Đường Quốc lộ 1A, Ninh Hòa, Khánh Hòa"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,5.6 triệu/m²,27000m²,"Đường Nguyễn Hữu Thọ, Phường Mũi Né, Phan Thiết, Bình Thuận"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,9.97 tỷ,185.2m²,"Đường Nguyễn Bá Ngọc, Phường Hòa Hải, Ngũ Hành Sơn, Đà Nẵng"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,70 triệu/m²,1000m²,"Dự án KĐT biển An Viên, Phường Vĩnh Trường, Nha Trang, Khánh Hòa"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,1.36 tỷ,108m²,"Dự án Golden Bay 2, Đường Nguyễn Tất Thành, Phường Cam Nghĩa, Cam Ranh, Khánh Hòa"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,25.76 tỷ,300m²,"Dự án One River, Ngũ Hành Sơn, Đà Nẵng"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,1008 triệu,1000m²,"Đường ĐT 715, Xã Thiện Nghiệp, Phan Thiết, Bình Thuận"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,4.77 tỷ,85m²,"Dự án VCN - Phước Long, Phường Phước Hải, Nha Trang, Khánh Hòa"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,3.98 tỷ,115m²,"Đường Đô Đốc Lân, Phường Hòa Xuân, Cẩm Lệ, Đà Nẵng"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,10.52 tỷ,418.52m²,"Dự án Mũi Né Summer Land Resort, Phường Mũi Né, Phan Thiết, Bình Thuận"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,116 triệu/m²,416m²,"Đường Dã Tượng, Phường Vĩnh Nguyên, Nha Trang, Khánh Hòa"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,29.12 tỷ,300m²,"Dự án One River, Ngũ Hành Sơn, Đà Nẵng"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,504 triệu,1000m²,"Đường ĐT 719B, Xã Tiến Thành, Phan Thiết, Bình Thuận"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,Thỏa thuận,Không xác định,"Dự án Golden Bay, Cam Ranh, Khánh Hòa"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,Thỏa thuận,125m²,"Đường Hoàng Minh Thảo, Phường Hòa Minh, Liên Chiểu, Đà Nẵng"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,10.98 tỷ,160m²,"Dự án Dragon City Park, Phường Hòa Hiệp Nam, Liên Chiểu, Đà Nẵng"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,Thỏa thuận,83m²,"Đường Lê Đại, Phường Hòa Cường Bắc, Hải Châu, Đà Nẵng"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,Thỏa thuận,60.7m²,"Dự án Virgo Nha Trang, Đường Nguyễn Thị Minh Khai, Phường Tân Lập, Nha Trang, Khánh Hòa"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Bình Định,17 triệu/m²,80m²,"Dự án Khu đô thị sinh thái Nhơn Hội, Đường Quốc Lộ 19B, Xã Nhơn Hội, Quy Nhơn, Bình Định"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,14 triệu/m²,Không xác định,"Dự án Diamond Bay Phan Thiết, Đường Võ Nguyên Giáp, Phường Phú Hài, Phan Thiết, Bình Thuận"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,3.47 tỷ,100m²,"Đường Lê Văn Hiến, Phường  Khuê Mỹ, Ngũ Hành Sơn, Đà Nẵng"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,Thỏa thuận,148.64m²,"Dự án Mũi Né Summer Land Resort, Đường Võ Nguyên Giáp, Phường Phú Hài, Phan Thiết, Bình Thuận"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Bình Định,1.12 tỷ,120m²,"Dự án FLC Quy Nhơn, Xã Nhơn Lý, Quy Nhơn, Bình Định"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,1.23 tỷ,108m²,"Dự án Golden Bay 2, Đường Nguyễn Tất Thành, Phường Cam Nghĩa, Cam Ranh, Khánh Hòa"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,9.5 triệu/m²,Không xác định,"Dự án Golden Bay 2, Đường Nguyễn Tất Thành, Phường Cam Nghĩa, Cam Ranh, Khánh Hòa"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,16 triệu/m²,Không xác định,"Dự án Sentosa Villa, Đường Huỳnh Thúc Kháng, Phường Mũi Né, Phan Thiết, Bình Thuận"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Khánh Hòa,19 triệu/m²,120m²,"Dự án KN Paradise Cam Ranh, Cam Ranh, Khánh Hòa"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,3.75 tỷ,75m²,"Đường Âu Cơ, Phường Hòa Khánh Bắc, Liên Chiểu, Đà Nẵng"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,2.18 tỷ,Không xác định,"Dự án Hamubay, Phường Đức Long, Phan Thiết, Bình Thuận"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Đà Nẵng,1.34 tỷ,37m²,"Dự án Hòa Bình Green Đà Nẵng, Sơn Trà, Đà Nẵng"
2024,Miền Trung,Duyên hải Nam Trung Bộ,Bình Thuận,18 triệu/m²,1350m²,"Đường Huỳnh Thúc Kháng, Phường Mũi Né, Phan Thiết, Bình Thuận"
2024,Miền Trung,Tây Nguyên,Lâm Đồng,19.04 tỷ,77.38m²,"Đường Phan Đình Phùng, Phường 2, Đà Lạt, Lâm Đồng"
2024,Miền Trung,Tây Nguyên,Lâm Đồng,11 triệu/m²,600m²,"Đường Măng Lin, Đà Lạt, Lâm Đồng"
2025,Miền Bắc,Đồng bằng sông Hồng,Hà Nội,31 triệu/m²,113m²,"Dự án Kosmo Tây Hồ, Đường Xuân La, Phường Xuân Tảo, Bắc Từ Liêm, Hà Nội"
2025,Miền Bắc,Đồng bằng sông Hồng,Quảng Ninh,14 triệu/m²,Không xác định,"Dự án FLC Tropical City, Đường Trần Phú, Phường Hà Khánh, Hạ Long, Quảng Ninh"
2025,Miền Bắc,Đồng bằng sông Hồng,Hà Nội,7.54 tỷ,41m²,"Số 52 ngõ 129 Đường Thiên Hiền, Phường Mỹ Đình 1, Nam Từ Liêm, Hà Nội"
2025,Miền Bắc,Đồng bằng sông Hồng,Hà Nội,30 triệu/m²,193m²,"Dự án Thành Công Tower 57 Láng Hạ, Phố Láng Hạ, Phường Thành Công, Ba Đình, Hà Nội"
2025,Miền Bắc,Đồng bằng sông Hồng,Hà Nội,22.91 tỷ,207m²,"Dự án Vinhomes The Harmony, Đường Hướng Dương, Phường Việt Hưng, Long Biên, Hà Nội"
2025,Miền Bắc,Đồng bằng sông Hồng,Hà Nội,27 triệu/m²,61.7m²,"Dự án Chung cư Ban cơ yếu Chính phủ, Đường Lê Văn Lương, Phường Thanh Xuân Bắc, Thanh Xuân, Hà Nội"
2025,Miền Bắc,Đồng bằng sông Hồng,Hà Nội,4.64 tỷ,65m²,"Dự án Masteri Thảo Điền, Đường Xa Lộ Hà Nội, Phường Thảo Điền, Quận 2, Hồ Chí Minh"
2025,Miền Bắc,Đồng bằng sông Hồng,Hà Nội,13.5 triá»‡u/mÂ²,69.6mÂ²,"Dá»± Ã¡n Ecohome 3, Ä�Æ°á»�ng TÃ¢n XuÃ¢n, PhÆ°á»�ng Ä�Ã´ng Ngáº¡c, Báº¯c Tá»« LiÃªm, Hà Nội"
2025,Miền Bắc,Đồng bằng sông Hồng,Hà Nội,29.0 tỷ,140m²,"Dự án Ciputra Hà Nội, Đường Lạc Long Quân, Phường Phú Thượng, Tây Hồ, Hà Nội"
2025,Miền Bắc,Đồng bằng sông Hồng,Hà Nội,3.92 tỷ,32m²,"Phố Đại La, Phường Trương Định, Hai Bà Trưng, Hà Nội"
2025,Miền Bắc,Đồng bằng sông Hồng,Hà Nội,2.17 tỷ,60m²,"Dự án Stellar Garden, Phố Lê Văn Thiêm, Phường Nhân Chính, Thanh Xuân, Hà Nội"
2025,Miền Bắc,Đồng bằng sông Hồng,Hà Nội,3.77 tỷ,73m²,"Dự án Legend Tower 109 Nguyễn Tuân, Thanh Xuân, Hà Nội"
2025,Miền Bắc,Đồng bằng sông Hồng,Hà Nội,39 triệu,70m²,"Dự án Roman Plaza,Tố Hữu , Nam Từ Liêm, Hà Nội"
